Provider_Name,Contacts,Category,Speciality,Physical Address,County,Coordinates,Latitude,Longitude,Exact_Location
AAR Healthcare Kitengela Outpatient Centre,0737 952552/ 0776-208-999,Hosiptal,outpatient,"Ground Floor, Safari House, Kitengela Town",Machakos,"(-1.4786822, 36.9576765)",-1.4786822,36.9576765,Kitengela
AAR Healthcare Syokimau Outpatient Centre,0784 700 149,Hosiptal,outpatient,"Gateway Mall, 1st Floor, Syokimau Airport Rd, Nairobi",Machakos,"(-1.3642102, 36.9117918)",-1.3642102,36.9117918,Syokimau
Angel medical centre,708761844,Hosiptal,outpatient,KCB Buiding- machakos 2nd floor,Machakos,"(-1.5178805, 37.2688704)",-1.5178805,37.2688704,Machakos
Bishop Kioko Catholic Hospital,0735789716/0725817074/0721179359,Hosiptal,Inpatient / outpatient,Konza Road P.O BOX 2240-90100 Machakos,Machakos,"(-1.6943977, 37.1472998)",-1.6943977,37.1472998,Muumandu Area
Equity Afia Athi River,0765 000333,Hosiptal,outpatient,"Signature Mall, 1st Floor, Sabaki, along Mombasa Road",Machakos,"(-2.7316802, 38.2171862)",-2.7316802,38.2171862,Athi River
Equity Afia Ltd- Machakos,0765 000067/0721356040,Hosiptal,outpatient,"2ndÂ Floor Kiamba Mall,Â Ngei Road-CBD",Machakos,"(-1.5200665, 37.2691916)",-1.5200665,37.2691916,Machakos
Equity Afia Ltd- Matuu,07218805943/0765000055,Hosiptal,outpatient,"3rd Floor A1 Plaza along KC Road, Matuu",Machakos,"(-1.1407002, 37.5481236)",-1.1407002,37.5481236,Matuu
Equity Afia Ltd- Syokimau,765000044,Hosiptal,outpatient,"Teco Shell Syokimau Service station, shop B. 3rd Floor-next to Naivas supermarket Mombasa road",Machakos,"(-1.3592272, 36.9379845)",-1.3592272,36.9379845,Syokimau
Machakos Central Clinic,0723449944/0720248383,Hosiptal,outpatient,Machakos ,Machakos,"(-1.5176837, 37.2634146)",-1.5176837,37.2634146,Machakos
Machakos Children's Clinic,716559807,Hosiptal,outpatient,Machakos-wote Rd,Machakos,"(-1.7165226, 37.4166505)",-1.7165226,37.4166505,Machakos
Machakos Medical Clinic,0721873218/0770083787,Hosiptal,outpatient,"Ngei Road, Town plaza Building next to cooperative bank",Machakos,"(18.4286115, -64.6184657)",18.4286115,-64.6184657,Road Town
Makadara Healthcare(Makadara- Athiriver),0722348650;045-662216,Hosiptal,Inpatient / outpatient,Athi River ,Machakos,"(-1.4577245, 36.9785033)",-1.4577245,36.9785033,Athi River
Matungulu Medical Health And Welness Centre,0733472201 / 0722845528,Hosiptal,Inpatient / outpatient,Tala Market Street off Katine Road Turn Off,Machakos,"(-1.2696751, 37.3224452)",-1.2696751,37.3224452,Tala
Medicross Ltd- Syokimau,790104932,Hosiptal,Inpatient / outpatient,"Gateway Mall, Mombasa Road",Machakos,"(-2.7316802, 38.2171862)",-2.7316802,38.2171862,Syokimau
Meridian Medical Centre-Machakos,0709-572041/ 0709 572 000,Hosiptal,Inpatient / outpatient,"Kiamba Mall, 2nd Floor, Ngei Road",Machakos,"(-1.5200665, 37.2691916)",-1.5200665,37.2691916,Machakos
Ruai Family Hospital- Tala,0111 033 800,Hosiptal,Inpatient / outpatient,Tala Town (Behind Matungulu CDF Offices),Machakos,"(-1.2679369, 37.3164035)",-1.2679369,37.3164035,Tala
Sanel Hospital ltd,0700726726/0717710570,Hosiptal,Inpatient / outpatient,"Jempark Complex, Mlolongo ",Machakos,"(-1.4088069, 36.9485863)",-1.4088069,36.9485863,Mlolongo
shalom hospital,0713227146/0787274580,Hosiptal,Inpatient / outpatient,Konza road Machakos next to Machakos leve 5,Machakos,"(-1.5224414, 37.2663213)",-1.5224414,37.2663213,Machakos
Syokimau Health Centre,0728727825 / 0720469633,Hosiptal,outpatient,"Along Katani Road off Mombasa Road, Syokimau",Machakos,"(-1.3749794, 36.9228941)",-1.3749794,36.9228941,Syokimau
Good Life Pharmacy - Shell Athi River,0790 710 104,Pharmacy and Diagnostic Centre,Pharmacy,"1852 Green park, Athi River",Machakos,"(-1.4626776, 37.0124352)",-1.4626776,37.0124352,Athi River
Haltons Pharmacy Limited- Machakos Town,110139530,Pharmacy and Diagnostic Centre,Pharmacy,"Roof Gardens Hotel, Next to Machakos main stage",Machakos,"(-1.5211577, 37.2675865)",-1.5211577,37.2675865,Machakos
Haltons Pharmacy Limited- Meridian Machakos,110139560,Pharmacy and Diagnostic Centre,Pharmacy,"Kiambaa Mall, 3rd Floor",Machakos,"(-1.5200665, 37.2691916)",-1.5200665,37.2691916,Machakos
Machakos Imaging Centre Limited,0731492991/0721686188/0724734705,Pharmacy and Diagnostic Centre,laboratory and diagnostic centre,"MachakosÂ Town ABC-Imani Plaza 2, Ground Flr",Machakos,"(-1.4989923, 37.2619587)",-1.4989923,37.2619587,Machakos
Thwake Pharmacy LTD,0705924210/0722618736,Pharmacy and Diagnostic Centre,Pharmacy,"Thwake pharmacy Building GRD floor Opp Bus park Machakos, Lukindo Road.",Machakos,"(-1.521964, 37.269037)",-1.521964,37.269037,Machakos
Equity Afia Ltd-Kitui,765000058,Hosiptal,outpatient,"C-House2nd Floor, Kitui-kibwezi road opposite Maguna Supermarket",Kitui,"(-1.3721777, 38.0104132)",-1.3721777,38.0104132,Kitui
Mwingi Family Nursing Home,720566431,Hosiptal,Inpatient / outpatient,Mwingi town along musika garden,Kitui,"(-0.9374110000000001, 38.0605006)",-0.937411,38.0605006,Mwingi
Neema Hospital ,0725427767/0735103835,Hosiptal,Inpatient / outpatient,Kitui Town Next to Kitui Stadium,Kitui,"(-1.3663262, 38.0042765)",-1.3663262,38.0042765,Kitui
Oasis Healthcare Group limited - Oasis Doctors Plaza Kitui ,0729070600- Mueni,Hosiptal,Inpatient / outpatient,"Swahili Building-Kilungia Street/ Swiss Club , Kitui ",Kitui,"(-1.3750813, 37.9952144)",-1.3750813,37.9952144,Kitui
Tahidi Nursing Home,720585533,Hosiptal,Inpatient / outpatient,Mwingi Town along Slaughter Road,Kitui,"(-0.9374110000000001, 38.0605006)",-0.937411,38.0605006,Mwingi
Capital Memorial Nursing,0714809159/0715809159,Hosiptal,outpatient,Kathonzweni market along wote makindu road,Makueni,"(-1.9141984, 37.7321452)",-1.9141984,37.7321452,Kathonzweni
Dino Healthcare ,0721322150/07733184,Hosiptal,outpatient,Mtito Andei,Makueni,"(-2.6917308, 38.1662152)",-2.6917308,38.1662152,Mtito Andei
Kilome Maternity & Nursing Home,721249339,Hosiptal,Inpatient / outpatient,Along Nairobi- Mombasa High Way Emali Town,Makueni,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Emali 
Mulatya memorial hospital ,0708102469/0773964037,Hosiptal,Inpatient / outpatient,"Off Wote Road, Makindu, Makueni County",Makueni,"(-2.255442, 37.8363406)",-2.255442,37.8363406,Makueni
One-way Wise ,0758551244/0715813390,Hosiptal,Inpatient / outpatient,"Famo house behind Equity Bank, Wote town ",Makueni,"(-1.7814785, 37.6243869)",-1.7814785,37.6243869,Wote
Ponya Nursing Home,710364107,Hosiptal,Inpatient / outpatient,Wote town- opposite wote police post.along police road,Makueni,"(-1.7876253, 37.62926789999999)",-1.7876253,37.6292679,Wote
Rapha Makueni nursing home ,711507937,Hosiptal,Inpatient / outpatient,"Makueni, Wote town, off Wote-Machakos Road, opposite Ngooni hyper ",Makueni,"(-1.7819148, 37.6244336)",-1.7819148,37.6244336,Wote
Royalstar Family Hospital Limited ,714308840,Hosiptal,outpatient,Upperland-Wote Makueni. Along Wote-Makindu road,Makueni,"(-1.7889803, 37.6241812)",-1.7889803,37.6241812,Wote
suleman farooq nursing home,722959130,Hosiptal,Inpatient / outpatient,mutito andei,Makueni,"(-2.6917308, 38.1662152)",-2.6917308,38.1662152,Mtito Andei
Sofya Company LTD,0713469973/0775585969,Hosiptal,outpatient,"Boabab House, Police Station Rd Wote Town Makueni",Makueni,"(-1.788625, 37.63333960000001)",-1.788625,37.6333396,Wote
AAR (Kamakis) outpatient centre-ruiru,709701015/ 0730655015,Hosiptal,outpatient,"Nexus b/s centre, 1st floor along the Nairobi eastern Bypass, Ruiru",Kiambu,"(-1.14825, 36.9604534)",-1.14825,36.9604534,Ruiru
AAR Healthcare Ruaka Outpatient Centre,0731 191 079,Hosiptal,outpatient,"1st Floor Rwaka Plaza Junction Off Northern Bypass and Limuru Road
",Kiambu,"(-1.2052023, 36.7778261)",-1.2052023,36.7778261,Ruaka
AAR Hospital-Muthaiga North,111049900,Hosiptal,outpatient,"Muthaiga North, Kiambu rd Opp Karura Forest",Kiambu,"(-1.238185, 36.8439846)",-1.238185,36.8439846,Muthaiga
AAR Thika outpatient centre- Thika,0709701016/ 0730655016,Hosiptal,outpatient,"Mnaisha heights 1st floor along Kenyatta avenue, Thika",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Arise hospital ltd,0798649971/0798649970,Hosiptal,Inpatient / outpatient,KAMAKIS (Destiny area) Along Eastern By-pass ,Kiambu,"(-1.1712005, 36.972576)",-1.1712005,36.972576,Ruiru
Caremax Health Ltd ,0718505038/0202213781,Hosiptal,outpatient,"Juja City Mall, Thika Hwy",Kiambu,"(-1.1177451, 37.0089269)",-1.1177451,37.0089269,Juja
Equity Afia Ltd -Thika Medical Centre ,765000005,Hosiptal,outpatient,"80 West Building, 1st floor, Thika",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Equity Afia Ltd-Githunguri,0765 000099,Hosiptal,outpatient,"K-Unity building, Githunguri town",Kiambu,"(-1.0592736, 36.7744668)",-1.0592736,36.7744668,Githunguri
Equity Afia Ltd-Juja,0765 000062,Hosiptal,outpatient,"Kalimoni Highway view plaza, Ground floor near Juja bridge",Kiambu,"(-1.0720393, 37.0524656)",-1.0720393,37.0524656,Juja
Equity Afia Ltd-Kikuyu,765000030,Hosiptal,outpatient,"1sT Floor, Live Well House, along Kikuyu- Nderi Road, Kikuyu",Kiambu,"(-1.2368601, 36.6622691)",-1.2368601,36.6622691,Kikuyu
Equity Afia Ltd-Kimbo,0765 000163,Hosiptal,outpatient,"Lake oil petrol station, Matangi Road",Kiambu,"(-37.8039393, 175.3667)",-37.8039393,175.3667,Matangi
Equity Afia Ltd-Limuru,765000060,Hosiptal,outpatient,"Gitungo House groundfloor, Kiambu road, Opposite Naivas",Kiambu,"(-1.10792, 36.6406173)",-1.10792,36.6406173,Limuru Town.
Equity Afia Ltd-Makongeni,0765 000109,Hosiptal,outpatient,"Makongeni Plaza, Thika Makongeni",Kiambu,"(-1.0569538, 37.1070937)",-1.0569538,37.1070937,Thika
Equity Afia Ltd-Ruaka,765000040,Hosiptal,outpatient,"Equity Afia building next to Delta petrol station, Limuru Road",Kiambu,"(-1.2093923, 36.7882105)",-1.2093923,36.7882105,Ruaka
Equity Afia Ltd-Wangige,0765 000441,Hosiptal,outpatient,"Self Ridges Supermarket Building ,Ground Floor, Wangige Town(Wangige -Mwimuto Road)",Kiambu,"(-1.2194072, 36.7138584)",-1.2194072,36.7138584,Wangige
Garden Park Medical Centre,0723558988/0722236693,Hosiptal,Inpatient / outpatient,Ruaka,Kiambu,"(-1.2056044, 36.7796064)",-1.2056044,36.7796064,Ruaka
"Greenline medical specialists-(Kiambu road,kungeria opposite Edenville)",791009598,Hosiptal,Inpatient / outpatient,Kugeria opp Five Star Estate,Kiambu,"(-1.3220055, 36.8228405)",-1.3220055,36.8228405,Kiambu
Highcure Medical Centre Limited ,2.54E+11,Hosiptal,Inpatient / outpatient,Eastern Bypass Membley ,Kiambu,"(-1.2177545, 36.9904924)",-1.2177545,36.9904924,Kiambu
Jesse Kay Childrens' Hospital-Juja Farm,96402341,Hosiptal,outpatient,"Juja Farm, Next to Happy life Christian school",Kiambu,"(-1.1625006, 37.0925399)",-1.1625006,37.0925399,Juja
Juja Road Hospital ,799997755,Hosiptal,Inpatient / outpatient,"KCDF building, 1st Floor along Chai Road, p/Pangani-Nairobi ",Kiambu,"(-1.2679864, 36.8380746)",-1.2679864,36.8380746,Pangani
Kiambu Medical Centre,722311890,Hosiptal,outpatient,"Kiambu Rd, Opp Kiambu Level 5 Hospital",Kiambu,"(-1.1307381, 36.7648591)",-1.1307381,36.7648591,Kiambu
Lifespan Medical Centre,0794287755/0722570206/0728333092,Hosiptal,Inpatient / outpatient,"Membley, Eastern Bypass, Shell Petrol Station",Kiambu,"(-1.2177545, 36.9904924)",-1.2177545,36.9904924,Ruiru
Lilly MediHealth,722520649,Hosiptal,outpatient,"Off Lenana Road, Freetown street, next to Thika Golf club ",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Limuru Cottage hospital,0790414518/0701002477,Hosiptal,Inpatient / outpatient,Limuru town,Kiambu,"(-1.1069305, 36.6431267)",-1.1069305,36.6431267,Limuru Town.
Mater Hospital- Thika Clinic,6534289,Hosiptal,Inpatient / outpatient,"3rd floor, Thika Tuskys Supermarket",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Medicross Ltd- Juja,722745722,Hosiptal,outpatient,"Juja City Mall, Thika Hwy",Kiambu,"(-1.1177451, 37.0089269)",-1.1177551,37.0089369,Juja
Medicross Ltd- Thika,797106685,Hosiptal,outpatient,"Ananas Mall, Garissa Road",Kiambu,"(-1.0557004, 37.1139475)",-1.0557004,37.1139475,Thika
Medi-Hub Healthcare Ltd - JUJA,723449402,Hosiptal,outpatient,"Block A, 2nd Floor, Ralph bunche road, Elgon court Block, A5, Nairobi",Kiambu,"(22.9594252, 88.4512901)",22.9594252,88.4512901,Kolkata
Meridian Medical Centre-Thika,0709 572 042/ 0709 572 000,Hosiptal,Inpatient / outpatient,"Thika Arcade, Ground floor",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Naidu hospital ,735600237,Hosiptal,outpatient,"Riverside Estate, Haille Selassie avenue Thika",Kiambu,"(-1.0278289, 37.0677036)",-1.0278289,37.0677036,Thika
Plainsview Nursing Home Ltd,0711717863/0719891942,Hosiptal,Inpatient / outpatient,Ruiru Thika Superhighway,Kiambu,"(-1.1809829, 36.9383632)",-1.1809829,36.9383632,Ruiru
Premier Medical Centre,771766667,Hosiptal,Inpatient / outpatient,Kikuyu town,Kiambu,"(-1.2471951, 36.6790986)",-1.2471951,36.6790986,Rungiri
Radiant Hospital- Kiambu Depot Branch,0704990772/ 0700550008,Hosiptal,Inpatient / outpatient,Kiambu Githunguri rd.,Kiambu,"(-1.0563483, 36.7785069)",-1.0563483,36.7785069,Githunguri
St Mary Mother and Child ,722666485,Hosiptal,Inpatient / outpatient,"Biashara street, Kiambu municipality ",Kiambu,"(-1.170563, 36.8277271)",-1.170563,36.8277271,Kiambu
Gathimaini Pharmacy ,0723486327/0732401666,Pharmacy and Diagnostic Centre,Pharmacy,"TWIN AOK PLAZA, Commercial Street. Thika",Kiambu,"(-1.0364965, 37.0747429)",-1.0364965,37.0747429,Thika
Goodlife Pharmacy- Ananas mall ,708244958,Pharmacy and Diagnostic Centre,Pharmacy,"Garissa Road, Ananas Mall Makongeni",Kiambu,"(-1.0557004, 37.1139475)",-1.0557004,37.1139475,Thika
Goodlife Pharmacy- Engen Kahawa Sukari ,0790 710 104,Pharmacy and Diagnostic Centre,Pharmacy,Thika Road,Kiambu,"(-1.2134454, 36.8997048)",-1.2134454,36.8997048,Thika Road
Goodlife Pharmacy- Muthaiga ,796549133,Pharmacy and Diagnostic Centre,Pharmacy,Muthaiga Mini Market,Kiambu,"(-1.2501454, 36.8207914)",-1.2501454,36.8207914,Muthaiga
Haltons Pharmacy Limited-Meridian Thika,110139525,Pharmacy and Diagnostic Centre,Pharmacy,"Thika Arcade Building, Ground Floor",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Metropolis Star Lab Kenya Ltd-Thika Lab,0782625415/0782625280,Pharmacy and Diagnostic Centre,laboratory and diagnostic centre,"Maisha Heights, 2nd Floor, Kenyatta Avenue, Thika",Kiambu,"(-1.0394435, 37.0717419)",-1.0394435,37.0717419,Thika
Pathcare Kenya-Thika Lab,"0734688562, 0772797658,0770738539",Pharmacy and Diagnostic Centre,laboratory and diagnostic centre,"Thika Arcade, 1st Floor, Kenyatta Highway",Kiambu,"(-1.036957, 37.073892)",-1.036957,37.073892,Thika
A.I.C Litein cottage hospital,0726126367/0753329803,Hosiptal,Inpatient / outpatient,Kericho kenya along Nakuru-kisumu highway,Kericho,"(-0.3688967, 35.286286)",-0.3688967,35.286286,Kericho
AAR Healthcare Nakuru Outpatient Centre,0731 191068/ 0771 678 227,Hosiptal,outpatient,"Ground Floor, Giddo Plaza, George Morara Road  (Nakuru â€“ Eldoret Highway)",Nakuru,"(-0.2871551, 36.0593742)",-0.2871551,36.0593742,Nakuru
Advent med & Dent Care Centre,0707745005/0713885412/051-2212122,Hosiptal,Inpatient / outpatient,"Polo Centre, 1st floor, tomboya street - Nakuru, Kenya",Nakuru,"(-0.286354, 36.0654768)",-0.286354,36.0654768,Nakuru
B & L Health care ,0718255010/0734246100,Hosiptal,Inpatient / outpatient,"Friends House Building, 1st floor Mbaria Kamiu Road Naivasha",Nakuru,"(-0.714724, 36.4335962)",-0.714724,36.4335962,Naivasha
Delight Dental Limited,738856777,Hosiptal,outpatient,Kenyatta Avenue opp. Nyayo Gardens Next To Consolidated Bank Nakuru,Nakuru,"(-0.2857454, 36.0687846)",-0.2857454,36.0687846,Nakuru
Equity Afia Ltd-Naivasha,765000047,Hosiptal,outpatient,"Lemacy Building 1st Floor, behind Biashara Plaza along Mbaria Kaniu Road, Naivasha",Nakuru,"(-0.7165998, 36.4348975)",-0.7165998,36.4348975,Naivasha
Equity Afia-Nakuru Section 58,765000600,Hosiptal,outpatient,Nakuru Section 58 Centre next to Hygienic Supermarket along Oginga Odinga Street,Nakuru,"(-0.3030988, 36.080026)",-0.3030988,36.080026,Nakuru
Evans Sunrise Medical Centre,0712247365/0737247365,Hosiptal,Inpatient / outpatient,Nakuru,Nakuru,"(-0.3030988, 36.080026)",-0.3030988,36.080026,Nakuru
Medicross Ltd- Nakuru Shabab,717118737,Hosiptal,Inpatient / outpatient,George Morara Road,Nakuru,"(-0.2879033, 36.0591793)",-0.2879033,36.0591793,Nakuru
Mediheal Group of Hospitals - Mediheal Hospital -  Nakuru,0735000735/0780278000,Hosiptal,Inpatient / outpatient,"Nakuru- Nairobi highway , nakuru,  kenya ",Nakuru,"(-0.2516404, 35.9716949)",-0.2516404,35.9716949,Nakuru
Mediheal Group of Hospitals - Mediheal Town Clinic - Nakuru,735000735,Hosiptal,Inpatient / outpatient,"1st floor, Tamoh plaza, next to mache plaza, Nakuru ",Nakuru,"(-0.2845995, 36.0670497)",-0.2845995,36.0670497,Nakuru
Mt. Longonot Medical Services - Naivasha,708372858,Hosiptal,Inpatient / outpatient,Kenyatta Avenue opp. Milimani primary school Naivasha,Nakuru,"(-0.7213503, 36.4394286)",-0.7213503,36.4394286,Naivasha
Nakuru Heart Centre,0716862144/0518360754,Hosiptal,outpatient,"Doctors House,Kipchoge Avenue",Nakuru,"(-0.288659, 36.0648484)",-0.288659,36.0648484,Nakuru
Ndonyo health care,0719342059/ 0776394203,Hosiptal,Inpatient / outpatient,"Moi Avenue, Touchline Archade 1st floor next Cooperative Bank",Nakuru,"(-1.2834674, 36.823562)",-1.2834674,36.823562,Nairobi CBD
Optimum Current Healthcare,0722961335/073378499,Hosiptal,Inpatient / outpatient,"Tamoh Plaza, 1st floor Kijabe Row Nakuru",Nakuru,"(-0.2845995, 36.0670497)",-0.2845995,36.0670497,Nakuru
Priston Medical Center Nakuru,0791 991022,Hosiptal,outpatient,"AFC Building, Kijabe Street, Nakuru, Kenya",Nakuru,"(-0.2849969, 36.0654545)",-0.2849969,36.0654545,Nakuru
Dovey Pharmacy-Nakuru,,Pharmacy and Diagnostic Centre,Pharmacy,"Kenyatta Avenue, Opposite KRA",Nakuru,"(-1.2866945, 36.816937)",-1.2866945,36.816937,Nakuru
Goodlife Pharmacy - Westside Mall,0796 549 133,Pharmacy and Diagnostic Centre,Pharmacy,West Road,Nakuru,"(41.748605, -73.8375647)",41.748605,-73.8375647,Pleasant Valley
Haltons  Pharmacy Limited - Nakuru,0721329434 / 0780994490,Pharmacy and Diagnostic Centre,Pharmacy,"Masters Plaza, Ground Floor formerly Nakuru Main Botique, Kenyatta Avenue, Nakuru",Nakuru,"(-0.2843201, 36.0710984)",-0.2843201,36.0710984,Nakuru
Naivagil Pharmaceautical,0722950539/0502020704,Pharmacy and Diagnostic Centre,Pharmacy,Kariuki Choyara Road,Nakuru,"(-0.7177434, 36.4334852)",-0.7177434,36.4334852,Naivasha
Narasha Chemist limitted,0724414912/0708621670,Pharmacy and Diagnostic Centre,Pharmacy,Cedar Complex GRD FR Room 8H Opp. Naivasha County Hospital,Nakuru,"(-0.7192864, 36.4378325)",-0.7192864,36.4378325,Naivasha
Pathcare Kenya-Nakuru Collection Centre (Evans Sunrise MedicalCentre),"0793367050, 051-2217700",Hosiptal,outpatient,"Evans Sunrise Medical Centre, West,Off Oginga Odinga Avenue",Nakuru,"(-0.291342, 36.0640129)",-0.291342,36.0640129,Nakuru
AAR Healthcare-Eldoret,0732 979 785 / 0774 316 499,Hosiptal,outpatient,"1st Floor, Rupaâ€™s Mall, Eldoret",Uasin Gishu,"(0.5138779, 35.2907298)",0.5138779,35.2907298,Eldoret
Aquadent Company Limited,708315325,Hosiptal,outpatient,"2nd floor, Sirgol plaza on Oginga Odinga street, Eldoret",Uasin Gishu,"(0.5161814, 35.2760654)",0.5161814,35.2760654,Eldoret
Avenue Healthcare Eldoret,732462474,Hosiptal,Inpatient / outpatient,"1st Floor,Metro Plaza, Eldoret",Uasin Gishu,"(0.5142774999999999, 35.2697802)",0.5142775,35.2697802,Eldoret
Bonsana Nutrition-wellness provider,0729290815/0208045701,Hosiptal,outpatient,Lavington opp Lavington mall,Uasin Gishu,"(-1.2799559, 36.7702275)",-1.2799559,36.7702275,LAvington
Elgonview Hospital Urology Centre - Dr. O.S.G. Bwombengi,0733616557/0721616557,Hosiptal,Inpatient / outpatient,Eldoret,Uasin Gishu,"(0.5142774999999999, 35.2697802)",0.5142775,35.2697802,Eldoret
Equity Afia Ltd- Eldoret,0765 000070/0720475134,Hosiptal,outpatient,"1st Floor, Faulu Building, along Uganda Road (Opposite Catholic Cathedral)",Uasin Gishu,"(0.5141525, 35.2883484)",0.5141525,35.2883484,Eldoret
Mediheal Group of Hospitals - Mediheal Town Clinic - Eldoret,0723538292/ 0731003200,Hosiptal,Inpatient / outpatient,"1st foor, FIMS building, kenyatta street, opposite eldomatt, Elfdoret, Kenya",Uasin Gishu,"(-0.023559, 37.906193)",-0.023559,37.906193,Gatunga
Meswo Medical Services,721542193,Hosiptal,Inpatient / outpatient,"Eldoret-Kisumu rd , Opp Total Petrol Station",Uasin Gishu,"(0.4774457, 35.2634056)",0.4774457,35.2634056,Eldoret
Oasis Healthcare Group limited - Oasis Doctors Plaza Eldoret,0765462555/0724462555-Lucy,Hosiptal,Inpatient / outpatient,"Oasis Doctors Plaza, Makasembo Road, Next to Cambridge Universal College",Uasin Gishu,"(0.5153691, 35.2794767)",0.5153691,35.2794767,Eldoret
